type,asin,item_url,img_url,color,price,list_price,title,category
1,B072626BQ6,https://www.amazon.in/Freedom-Daisy-Canvas-Casual-Sneaker/dp/B072626BQ6/ref=sr_1_319?s=shoes&ie=UTF8&qid=1530341757&sr=1-319,https://images-eu.ssl-images-amazon.com/images/I/41fL9eRrLLL.jpg,Blue,399,999,Freedom Daisy Men's Canvas Casual Shoes Sneaker,fw
4,B07288BFWH,https://www.amazon.in/Fashion-Victim-Mens-Tan-Loafers/dp/B07288BFWH/ref=sr_1_13597?s=shoes&ie=UTF8&qid=1530342185&sr=1-13597,https://images-eu.ssl-images-amazon.com/images/I/41Vi6hBhqmL.jpg,Tan,2010,2010,Fashion Victim Men's Loafers,fw
2,B07CJ7SSBX,https://www.amazon.in/SPRANDI-Mens-Grey-Sneakers-UK/dp/B07CJ7SSBX/ref=sr_1_5312?s=shoes&ie=UTF8&qid=1530341911&sr=1-5312,https://images-eu.ssl-images-amazon.com/images/I/41h%2BvCcgkPL.jpg,Grey,799,999,SPRANDI Men's Sneakers,fw
4,B078ST25S4,https://www.amazon.in/Centrino-Mens-Loafers-7-India-CEN-DEC-2524-36/dp/B078ST25S4/ref=sr_1_7766?s=shoes&ie=UTF8&qid=1530341990&sr=1-7766,https://images-eu.ssl-images-amazon.com/images/I/417Tn0%2BE8WL.jpg,Blue,419,699,Centrino Men's Loafers,fw
2,B07DSTZ778,https://www.amazon.in/KWIK-FIT-Corporate-Outdoors-Sneakers/dp/B07DSTZ778/ref=sr_1_18887?s=shoes&ie=UTF8&qid=1530342368&sr=1-18887,https://images-eu.ssl-images-amazon.com/images/I/41y6%2Ba6%2B14L.jpg,Black,399,499,'KWIK FIT Kwikfit Casuals Canvas Shoes  Corporate Casuals  Casuals  Outdoors  Party Wear  Sneakers,fw
4,B01GHTYVZM,https://www.amazon.in/Chamois-Mens-Blue-Canvas-Loafers/dp/B01GHTYVZM/ref=sr_1_17958?s=shoes&ie=UTF8&qid=1530342336&sr=1-17958,https://images-eu.ssl-images-amazon.com/images/I/41ofydEuqxL.jpg,Blue,395,990,Chamois Men's Canvas Loafers,fw
4,B0773S221M,https://www.amazon.in/Levanse-Stylish-Loafers-Synthetic-Leather/dp/B0773S221M/ref=sr_1_3404?s=shoes&ie=UTF8&qid=1530341850&sr=1-3404,https://images-eu.ssl-images-amazon.com/images/I/41fNuCSlytL.jpg,Black,1199,1199,'Levanse Stylish Black/Brown Color Dual Tone Loafers Strong Synthetic Leather Shoes for Mens/Boys,fw
2,B07B9X71C1,https://www.amazon.in/Digitrendzz-Partywear-Casual-Sneakers-Running/dp/B07B9X71C1/ref=sr_1_7856?s=shoes&ie=UTF8&qid=1530341994&sr=1-7856,https://images-eu.ssl-images-amazon.com/images/I/51SLCIwpVDL.jpg,Grey,499,499,Digitrendzz Men's Partywear + Casual Sneakers + Running Shoes (Art. 229),fw
1,B078XDSQFC,https://www.amazon.in/Allez-Kros-Casual-Sneakers-Brown/dp/B078XDSQFC/ref=sr_1_9773?s=shoes&ie=UTF8&qid=1530342057&sr=1-9773,https://images-eu.ssl-images-amazon.com/images/I/51ebFkXmiTL.jpg,Brown,273,299,Allez Kros Men's Casual Sneakers Brown Shoes,fw
5,B06XT1S4LL,https://www.amazon.in/Red-Chief-Mens-Leather-Shoes/dp/B06XT1S4LL/ref=sr_1_6128?s=shoes&ie=UTF8&qid=1530341937&sr=1-6128,https://images-eu.ssl-images-amazon.com/images/I/41DZZAHKKdL.jpg,Dark Blue,3195,3195,Red Chief Men's Leather Boat Shoes,fw
2,B074F3HLS7,https://www.amazon.in/Hush-Puppies-Hobbes-Leather-Sneakers/dp/B074F3HLS7/ref=sr_1_206?s=shoes&ie=UTF8&qid=1530341754&sr=1-206,https://images-eu.ssl-images-amazon.com/images/I/41WFl8aAqzL.jpg,Blue,2599,3999,Hush Puppies Men's Hobbes Leather Sneakers,fw
2,B07C13C61R,https://www.amazon.in/KazarMax-Mens-Slip-Walking-Sneakers/dp/B07C13C61R/ref=sr_1_8511?s=shoes&ie=UTF8&qid=1530342016&sr=1-8511,https://images-eu.ssl-images-amazon.com/images/I/41hzHxnCwdL.jpg,Navy,1045,1499,KazarMax Men's Navy Slip-On Walking Sneakers [SKR001-NAVY],fw
2,B01DQY9JZI,https://www.amazon.in/Bacca-Bucci-Mens-Black-Sneakers/dp/B01DQY9JZI/ref=sr_1_12017?s=shoes&ie=UTF8&qid=1530342132&sr=1-12017,https://images-eu.ssl-images-amazon.com/images/I/41eCr4-JitL.jpg,Black,399,499,Bacca Bucci Men's Sneakers,fw
1,B07CR39JGC,https://www.amazon.in/Koxko-Transit-Runner-Royal-Casual/dp/B07CR39JGC/ref=sr_1_6941?s=shoes&ie=UTF8&qid=1530341964&sr=1-6941,https://images-eu.ssl-images-amazon.com/images/I/51c2et9zBML.jpg,Royal Blue,495,499,Koxko Transit Runner Men's Casual Running Lace Up Shoes For Men,fw
4,B06XNNTQXL,https://www.amazon.in/Ruosh-Brown-Leather-Loafers-Moccasins/dp/B06XNNTQXL/ref=sr_1_1891?s=shoes&ie=UTF8&qid=1530341804&sr=1-1891,https://images-eu.ssl-images-amazon.com/images/I/41ZXeKoCnOL.jpg,Brown,3990,3990,Ruosh Men's Leather Loafers and Moccasins,fw
6,B0763SM1XV,https://www.amazon.in/SBM-Stylish-Genuine-Leather-boots/dp/B0763SM1XV/ref=sr_1_14146?s=shoes&ie=UTF8&qid=1530342203&sr=1-14146,https://images-eu.ssl-images-amazon.com/images/I/41u07uG%2BoML.jpg,Black,349,349,'SBM Men Stylish Genuine Leather boots (8  black),fw
4,B01MSCW157,https://www.amazon.in/WOODSTONE-DEFECY-Loafer-Shoes-Colour/dp/B01MSCW157/ref=sr_1_15469?s=shoes&ie=UTF8&qid=1530342249&sr=1-15469,https://images-eu.ssl-images-amazon.com/images/I/41YStwsbKcL.jpg,Tan,2195,2195,'WOODSTONE DEFECY Loafer Shoes For Men Colour TAN,fw
2,B01DQYB4WY,https://www.amazon.in/Bacca-Bucci-Mens-Black-Sneakers/dp/B01DQYB4WY/ref=sr_1_15708?s=shoes&ie=UTF8&qid=1530342258&sr=1-15708,https://images-eu.ssl-images-amazon.com/images/I/41oquDoKh0L.jpg,Black,549,1999,Bacca Bucci Men's Sneakers,fw
6,B0753GLVFM,https://www.amazon.in/Andrew-scott-Leather-Hiking-Trekking/dp/B0753GLVFM/ref=sr_1_10497?s=shoes&ie=UTF8&qid=1530342081&sr=1-10497,https://images-eu.ssl-images-amazon.com/images/I/51lLGBFuKxL.jpg,Olive,1299,2499,Andrew scott Men's Olive Leather Hiking & Trekking Boots,fw
2,B06XPD2ZYM,https://www.amazon.in/Ruosh-Mens-Blue-Leather-Sneakers/dp/B06XPD2ZYM/ref=sr_1_12174?s=shoes&ie=UTF8&qid=1530342137&sr=1-12174,https://images-eu.ssl-images-amazon.com/images/I/41XLEWPKTZL.jpg,Blue,1596,3990,Ruosh Men's Leather Sneakers,fw
1,B01G7CPLN0,https://www.amazon.in/ALESTINO-Brown-Loafers-8-India-REDF_Loafer04-8/dp/B01G7CPLN0/ref=sr_1_7254?s=shoes&ie=UTF8&qid=1530341975&sr=1-7254,https://images-eu.ssl-images-amazon.com/images/I/41oC7tWLVZL.jpg,Brown,1499,1499,'ALESTINO Leather look Men Brown Driving Casual Loafers Shoes 04 Brown,fw
2,B077G83JV3,https://www.amazon.in/Big-Fox-Basic-Sneaker-Shoes/dp/B077G83JV3/ref=sr_1_10633?s=shoes&ie=UTF8&qid=1530342086&sr=1-10633,https://images-eu.ssl-images-amazon.com/images/I/315f7wyuWQL.jpg,Blue,499,499,Big Fox Basic Men's Sneaker Shoes,fw
5,B06XKRTWHR,https://www.amazon.in/Red-Chief-Mens-Leather-Shoes/dp/B06XKRTWHR/ref=sr_1_5443?s=shoes&ie=UTF8&qid=1530341916&sr=1-5443,https://images-eu.ssl-images-amazon.com/images/I/41AHyf5TsBL.jpg,Rust,3195,3195,Red Chief Men's Leather Boat Shoes,fw
5,B071X9F17L,https://www.amazon.in/Hidesign-Miami-Brown-Leather-Shoes/dp/B071X9F17L/ref=sr_1_8569?s=shoes&ie=UTF8&qid=1530342018&sr=1-8569,https://images-eu.ssl-images-amazon.com/images/I/41f0Zfcxk7L.jpg,Brown,1727,4935,Hidesign Men's Miami Leather Boat Shoes,fw
3,B076PK55BQ,https://www.amazon.in/Healers-Liberty-BI-HLM01-Black-Moccasins/dp/B076PK55BQ/ref=sr_1_16429?s=shoes&ie=UTF8&qid=1530342283&sr=1-16429,https://images-eu.ssl-images-amazon.com/images/I/41%2BADUYNfgL.jpg,Black,6999,6999,Healers (from Liberty) Men's BI-HLM01 Moccasins,fw
1,B079LQ144Z,https://www.amazon.in/Krafter-KF14-8-Men-casual-sneakers/dp/B079LQ144Z/ref=sr_1_14815?s=shoes&ie=UTF8&qid=1530342226&sr=1-14815,https://images-eu.ssl-images-amazon.com/images/I/414YUqRGyDL.jpg,Brown,499,499,'Men casual sneakers,fw
4,B07D75CH6B,https://www.amazon.in/Chevit-Casuasl-Loafers-Moccasins-143-10/dp/B07D75CH6B/ref=sr_1_8074?s=shoes&ie=UTF8&qid=1530342002&sr=1-8074,https://images-eu.ssl-images-amazon.com/images/I/41FiaO8NyML.jpg,Grey & Black,299,499,'Chevit 143 Casuasl Shoes (Loafers and Moccasins),fw
2,B0130GCIIW,https://www.amazon.in/Puma-Street-Rider-Limestone-Sneakers/dp/B0130GCIIW/ref=sr_1_10378?s=shoes&ie=UTF8&qid=1530342078&sr=1-10378,https://images-eu.ssl-images-amazon.com/images/I/41Jjw-X-jiL.jpg,Black  Lime Punch and Limestone Grey,2100,2799,Puma Men's Street Rider DP Sneakers,fw
2,B0714R4V6J,https://www.amazon.in/Sparx-Brown-Synthetic-Sneakers-SC0293G/dp/B0714R4V6J/ref=sr_1_11591?s=shoes&ie=UTF8&qid=1530342118&sr=1-11591,https://images-eu.ssl-images-amazon.com/images/I/31b7XKKB81L.jpg,multicolour,1199,1199,Sparx Men's Synthetic Sneakers,fw
1,B01MTVANQ4,https://www.amazon.in/FASHIMO-Leather-Casual-Loafers-1702-cerry-44/dp/B01MTVANQ4/ref=sr_1_10956?s=shoes&ie=UTF8&qid=1530342097&sr=1-10956,https://images-eu.ssl-images-amazon.com/images/I/31kfg-XUQcL.jpg,Cerry,499,499,Fashimo Men's Casual Shoes,fw
1,B079GRGLQC,https://www.amazon.in/birdy-P-3-9-Casual-Shoes/dp/B079GRGLQC/ref=sr_1_8081?s=shoes&ie=UTF8&qid=1530342002&sr=1-8081,https://images-eu.ssl-images-amazon.com/images/I/41cgQTjLxEL.jpg,Multicolor,279,499,'birdy Casual Shoes,fw
2,B06X9RHTZF,https://www.amazon.in/Duke-Mens-Black-Sneakers-India/dp/B06X9RHTZF/ref=sr_1_13135?s=shoes&ie=UTF8&qid=1530342169&sr=1-13135,https://images-eu.ssl-images-amazon.com/images/I/41i6eSVOAIL.jpg,Black,598,1495,Duke Men's Sneakers,fw
1,B016KXEOKM,https://www.amazon.in/Semana-Mens-Brown-Casual-Shoes/dp/B016KXEOKM/ref=sr_1_2811?s=shoes&ie=UTF8&qid=1530341832&sr=1-2811,https://images-eu.ssl-images-amazon.com/images/I/51nuG0v4SJL.jpg,Brown,499,499,Semana Men's Jute Casual Shoes,fw
5,B06XSKF13S,https://www.amazon.in/Red-Chief-Mens-Leather-Shoes/dp/B06XSKF13S/ref=sr_1_4718?s=shoes&ie=UTF8&qid=1530341892&sr=1-4718,https://images-eu.ssl-images-amazon.com/images/I/41ZarRRTDyL.jpg,Dark Blue,3195,3195,Red Chief Men's Leather Boat Shoes,fw
6,B01MDK2428,https://www.amazon.in/Escaro-Mens-Casual-Boots-ES2060BK_TAN_10/dp/B01MDK2428/ref=sr_1_15484?s=shoes&ie=UTF8&qid=1530342249&sr=1-15484,https://images-eu.ssl-images-amazon.com/images/I/51bl4OmllaL.jpg,Tan,1749,2999,Escaro Men's Casual Lace Up Boots,fw
1,B077J1FBZL,https://www.amazon.in/Duke-Perforation-Casual-Shoes-coloured/dp/B077J1FBZL/ref=sr_1_1990?s=shoes&ie=UTF8&qid=1530341807&sr=1-1990,https://images-eu.ssl-images-amazon.com/images/I/41G3yVfw%2BbL.jpg,White Navy,1995,1995,'Duke Men Casual Shoes,fw
4,B077QF9H29,https://www.amazon.in/Knoos-Mens-Tan-Loafers-FF-02/dp/B077QF9H29/ref=sr_1_14109?s=shoes&ie=UTF8&qid=1530342202&sr=1-14109,https://images-eu.ssl-images-amazon.com/images/I/41T4503wXkL.jpg,Tan,1499,2499,Knoos Men's Driving Loafers,fw
6,B01DBRYJOG,https://www.amazon.in/Magnolia-Mens-Synthetic-Cowboy-Boot/dp/B01DBRYJOG/ref=sr_1_10219?s=shoes&ie=UTF8&qid=1530342072&sr=1-10219,https://images-eu.ssl-images-amazon.com/images/I/51QQhCEwP2L.jpg,Tan,799,799,Magnolia Men's Synthetic Cowboy Boot,fw
4,B00PABJJB0,https://www.amazon.in/CG-Shoe-Leather-Loafers-Mocassins/dp/B00PABJJB0/ref=sr_1_18449?s=shoes&ie=UTF8&qid=1530342353&sr=1-18449,https://images-eu.ssl-images-amazon.com/images/I/415fMnEL4-L.jpg,Dark Green,3360,9600,CG Shoe Men's Leather Loafers and Mocassins,fw
1,B076CKTKD8,https://www.amazon.in/MOONSTER-Stylish-Casual-Synthetic-Leather/dp/B076CKTKD8/ref=sr_1_6356?s=shoes&ie=UTF8&qid=1530341945&sr=1-6356,https://images-eu.ssl-images-amazon.com/images/I/41MbDCi0aPL.jpg,Tan,543,1599,'MOONSTER Stylish Casual Wear Laced up Tan Synthetic Leather Shoes/Boots for Men & Boys,fw
2,B0756T3HC6,https://www.amazon.in/Red-Tape-Mens-Navy-Sneakers/dp/B0756T3HC6/ref=sr_1_6280?s=shoes&ie=UTF8&qid=1530341942&sr=1-6280,https://images-eu.ssl-images-amazon.com/images/I/41C6qGYMzpL.jpg,Navy,2077,3995,Red Tape Men's Sneakers,fw
1,B078LVPXYC,https://www.amazon.in/SGTS-Casual-Shoes-Color-White/dp/B078LVPXYC/ref=sr_1_16189?s=shoes&ie=UTF8&qid=1530342275&sr=1-16189,https://images-eu.ssl-images-amazon.com/images/I/41fbmKKD54L.jpg,White3,499,499,SGTS Casual Shoes For Men's Color White,fw
2,B0166NVKJO,https://www.amazon.in/ONeill-Snapper-Brown-Leather-Sneakers/dp/B0166NVKJO/ref=sr_1_15822?s=shoes&ie=UTF8&qid=1530342261&sr=1-15822,https://images-eu.ssl-images-amazon.com/images/I/417ZH%2BIhT1L.jpg,Dark Brown,8500,8500,O'Neill Men's Snapper Cup Dark Brown Leather Sneakers,fw
4,B01FPH4M5Q,https://www.amazon.in/DLS-Black-Synthetic-Leather-Loafers/dp/B01FPH4M5Q/ref=sr_1_12261?s=shoes&ie=UTF8&qid=1530342140&sr=1-12261,https://images-eu.ssl-images-amazon.com/images/I/41g3MameRaL.jpg,Black,399,499,DLS Men's Black Synthetic Leather Loafers,fw
1,B0713PVH3M,https://www.amazon.in/Axter-Canvas-Loafers-Mocassins-Shoes-9/dp/B0713PVH3M/ref=sr_1_17049?s=shoes&ie=UTF8&qid=1530342304&sr=1-17049,https://images-eu.ssl-images-amazon.com/images/I/51Nbn%2BjQb3L.jpg,Gray,499,499,Axter Men's Canvas Loafers & Mocassins Casual Shoes,fw
4,B074PYD833,https://www.amazon.in/Bond-Street-Red-Tape-Loafers/dp/B074PYD833/ref=sr_1_1176?s=shoes&ie=UTF8&qid=1530341783&sr=1-1176,https://images-eu.ssl-images-amazon.com/images/I/41ezFj-IewL.jpg,Grey,1198,2995,Bond Street by (Red Tape) Men's  Loafers,fw
1,B079VL6LPW,https://www.amazon.in/Verdade-Casual-Premium-SPORTS-Color/dp/B079VL6LPW/ref=sr_1_9958?s=shoes&ie=UTF8&qid=1530342063&sr=1-9958,https://images-eu.ssl-images-amazon.com/images/I/41Urx5plQQL.jpg,Blue,899,899,Verdade Men's Casual Sport Shoes,fw
2,B01MSOSWCF,https://www.amazon.in/new-balance-Mens-Black-Sneakers/dp/B01MSOSWCF/ref=sr_1_2111?s=shoes&ie=UTF8&qid=1530341810&sr=1-2111,https://images-eu.ssl-images-amazon.com/images/I/41sMWh-pTdL.jpg,Black,4863,7599,new balance Men's 220 Sneakers,fw
6,B00YN2Q1RW,https://www.amazon.in/Woodland-Mens-Khaki-Leather-Sneakers/dp/B00YN2Q1RW/ref=sr_1_3990?s=shoes&ie=UTF8&qid=1530341869&sr=1-3990,https://images-eu.ssl-images-amazon.com/images/I/51g0vle3pGL.jpg,Khaki,3360,3695,Woodland Men's Leather Boots,fw
2,B01HGINW2G,https://www.amazon.in/DC-Mens-Navy-Leather-Sneakers/dp/B01HGINW2G/ref=sr_1_7328?s=shoes&ie=UTF8&qid=1530341976&sr=1-7328,https://images-eu.ssl-images-amazon.com/images/I/41x3tB4UkfL.jpg,Navy,4295,4295,DC Men's Leather Sneakers,fw
2,B0756T3KXV,https://www.amazon.in/Red-Tape-Mens-Deinem-Sneakers/dp/B0756T3KXV/ref=sr_1_8167?s=shoes&ie=UTF8&qid=1530342005&sr=1-8167,https://images-eu.ssl-images-amazon.com/images/I/4147A8qRlqL.jpg,Deinem,1997,3995,Red Tape Men's Sneakers,fw
6,B0799BMFV5,https://www.amazon.in/Wildcraft-Brown_Blk-Trekking-Boots-8-51583/dp/B0799BMFV5/ref=sr_1_3040?s=shoes&ie=UTF8&qid=1530341839&sr=1-3040,https://images-eu.ssl-images-amazon.com/images/I/51Xym1Ob-sL.jpg,Brown_Blk,5980,6295,Wildcraft Men's Trekking Boots,fw
4,B07DK9XDFF,https://www.amazon.in/GET-GLAMR-Beige-Synthetic-Loafers/dp/B07DK9XDFF/ref=sr_1_19186?s=shoes&ie=UTF8&qid=1530342377&sr=1-19186,https://images-eu.ssl-images-amazon.com/images/I/41yqu0H0E-L.jpg,Beige,1574,3499,GET GLAMR Men's Loafers,fw
2,B07B7RBKPP,https://www.amazon.in/Fila-Devin-Sneakers-10-India-11005097/dp/B07B7RBKPP/ref=sr_1_270?s=shoes&ie=UTF8&qid=1530341756&sr=1-270,https://images-eu.ssl-images-amazon.com/images/I/41bimZtaJOL.jpg,Blk/Rd,1550,3299,Fila Men's Devin Sneakers,fw
2,B07BYJ9V41,https://www.amazon.in/ORICUM-Men-Casual-Sneakers-Shoes/dp/B07BYJ9V41/ref=sr_1_9252?s=shoes&ie=UTF8&qid=1530342039&sr=1-9252,https://images-eu.ssl-images-amazon.com/images/I/41cB5bIwvpL.jpg,Red,499,499,'Oricum Men Casual Sneakers Shoes,fw
2,B00WM60X52,https://www.amazon.in/British-Knights-Mens-Light-Sneakers/dp/B00WM60X52/ref=sr_1_18352?s=shoes&ie=UTF8&qid=1530342349&sr=1-18352,https://images-eu.ssl-images-amazon.com/images/I/41BXJUyxPHL.jpg,Light Grey,2999,3495,British Knights Men's Game Light Grey Sneakers,fw
6,B078J5CJ6N,https://www.amazon.in/Big-Fox-Classic-Suede-Boots/dp/B078J5CJ6N/ref=sr_1_7221?s=shoes&ie=UTF8&qid=1530341973&sr=1-7221,https://images-eu.ssl-images-amazon.com/images/I/316nxHmdgrL.jpg,Maroon,899,1099,'Big Fox Classic Suede Boots,fw
4,B075X2CRTC,https://www.amazon.in/Ruosh-Mens-Black-Loafers-SS18-SMU-3A/dp/B075X2CRTC/ref=sr_1_189?s=shoes&ie=UTF8&qid=1530341753&sr=1-189,https://images-eu.ssl-images-amazon.com/images/I/41SCOmuLmUL.jpg,Black,2694,5390,Ruosh Men's Loafers,fw
2,B074FZGYFW,https://www.amazon.in/Fucasso-Boys-Synthetic-Casual-Sneakers/dp/B074FZGYFW/ref=sr_1_15087?s=shoes&ie=UTF8&qid=1530342236&sr=1-15087,https://images-eu.ssl-images-amazon.com/images/I/41LWGZYqbTL.jpg,Red,299,499,Fucasso Boy's Synthetic Red Casual Sneakers,fw
1,B07D5Z4QRJ,https://www.amazon.in/shoecom-Canvas-Casual-Outdoor-Sneaker/dp/B07D5Z4QRJ/ref=sr_1_466?s=shoes&ie=UTF8&qid=1530341761&sr=1-466,https://images-eu.ssl-images-amazon.com/images/I/51lnH1yD23L.jpg,Sky,399,999,'shoecom Men`s Mesh Canvas Casual Outdoor Sneaker Shoes,fw
2,B07CSLXGHP,https://www.amazon.in/Wood-Robber-Mens-Black-Sneakers/dp/B07CSLXGHP/ref=sr_1_2576?s=shoes&ie=UTF8&qid=1530341825&sr=1-2576,https://images-eu.ssl-images-amazon.com/images/I/31SCKATrArL.jpg,Black,449,499,Wood Robber Men's Sneakers,fw
4,B00SFK8E1O,https://www.amazon.in/Marco-Ferro-1497-Black-Loafers/dp/B00SFK8E1O/ref=sr_1_12898?s=shoes&ie=UTF8&qid=1530342162&sr=1-12898,https://images-eu.ssl-images-amazon.com/images/I/41bFxOgr4HL.jpg,Black,399,499,'Marco Ferro Men 1497 Synthetic Loafers,fw
2,B01MXNY44F,https://www.amazon.in/Balance-Mens-Grey-Leather-Sneakers/dp/B01MXNY44F/ref=sr_1_1029?s=shoes&ie=UTF8&qid=1530341778&sr=1-1029,https://images-eu.ssl-images-amazon.com/images/I/41E8Wxfq9vL.jpg,Grey,2449,6999,New Balance Men's 321 V2 Leather Sneakers,fw
1,B074ZHN17B,https://www.amazon.in/Shoe-Mate-Fashionable-Stylish-Sneakers/dp/B074ZHN17B/ref=sr_1_14197?s=shoes&ie=UTF8&qid=1530342205&sr=1-14197,https://images-eu.ssl-images-amazon.com/images/I/51r3SiXqbuL.jpg,Red,499,599,Shoe Mate New Latest Fashionable Stylish Casual Sneakers Red Color Mesh Shoes For Men's,fw
2,B01MYOBFO2,https://www.amazon.in/Nike-Mens-Black-Sneakers-7/dp/B01MYOBFO2/ref=sr_1_4078?s=shoes&ie=UTF8&qid=1530341871&sr=1-4078,https://images-eu.ssl-images-amazon.com/images/I/41ndewWLgpL.jpg,Black,2995,2995,Nike Men's Black Sneakers -7,fw
1,B07BQD4HTV,https://www.amazon.in/Sklodge-Stylish-Corporate-Outdoor-Training/dp/B07BQD4HTV/ref=sr_1_518?s=shoes&ie=UTF8&qid=1530341763&sr=1-518,https://images-eu.ssl-images-amazon.com/images/I/41J9CPlx%2BuL.jpg,Black,499,999,Sklodge Men's Stylish Casual Canvas Sport Shoes  Corporate Casual Outdoor Lace-up Shoes  Running/Walking/Training...,fw
4,B079XW22J1,https://www.amazon.in/Bonexy-Stylish-Branded-Driving-Loafer/dp/B079XW22J1/ref=sr_1_8016?s=shoes&ie=UTF8&qid=1530341999&sr=1-8016,https://images-eu.ssl-images-amazon.com/images/I/41QH9sX1n-L.jpg,Black,999,1999,Bonexy Men's Stylish&Branded Driving Loafer Shoes,fw
1,B0719B9K4T,https://www.amazon.in/Buttons-Laces-Leather-Casual-Sneakers/dp/B0719B9K4T/ref=sr_1_13617?s=shoes&ie=UTF8&qid=1530342185&sr=1-13617,https://images-eu.ssl-images-amazon.com/images/I/41dBi0eNE3L.jpg,Brown,2065,4290,Buttons & Laces Men's Brown Leather Casual Sneakers,fw
2,B07CV92R4H,https://www.amazon.in/Zapatoz-Synthetic-Laced-up-Sneakers_-Tennis-03-8/dp/B07CV92R4H/ref=sr_1_4383?s=shoes&ie=UTF8&qid=1530341881&sr=1-4383,https://images-eu.ssl-images-amazon.com/images/I/41TIG1s6D4L.jpg,Blue,299,399,Zapatoz Men's Synthetic Blue Laced-Up Casual Sneakers_(Tennis-03),fw
2,B01LYXSL5X,https://www.amazon.in/Buckaroo-Tresco-Black-Leather-Sneakers/dp/B01LYXSL5X/ref=sr_1_17672?s=shoes&ie=UTF8&qid=1530342325&sr=1-17672,https://images-eu.ssl-images-amazon.com/images/I/51rlDDdwgeL.jpg,Black,2295,2295,Buckaroo Men's Tresco Leather Sneakers,fw
1,B06XDY42S2,https://www.amazon.in/Prolific-Cream-Casual-Loafers-Brown/dp/B06XDY42S2/ref=sr_1_15295?s=shoes&ie=UTF8&qid=1530342242&sr=1-15295,https://images-eu.ssl-images-amazon.com/images/I/313urGV%2BkwL.jpg,Brown,1049,1999,'Prolific Men Cream Casual Loafers,fw
1,B01MRR3SC3,https://www.amazon.in/SHC-Stylish-Black-Casual-Shoes/dp/B01MRR3SC3/ref=sr_1_12214?s=shoes&ie=UTF8&qid=1530342139&sr=1-12214,https://images-eu.ssl-images-amazon.com/images/I/51Xh7jVajLL.jpg,Tan/Black,499,499,SHC Stylish Look Tan/Black Casual Shoes for Men's,fw
1,B075T5H8SR,https://www.amazon.in/Duke-Casual-Shoes-1983567031-Coloured/dp/B075T5H8SR/ref=sr_1_16558?s=shoes&ie=UTF8&qid=1530342286&sr=1-16558,https://images-eu.ssl-images-amazon.com/images/I/41QJJjkkUbL.jpg,Olive,3695,3695,'Duke Men Casual Shoes,fw
1,B07D59ZHPV,https://www.amazon.in/Perfect-Stylish-Loafers-Sneakers-Blue-Black/dp/B07D59ZHPV/ref=sr_1_487?s=shoes&ie=UTF8&qid=1530341763&sr=1-487,https://images-eu.ssl-images-amazon.com/images/I/51R10UR-thL.jpg,Blue-Black,228,1099,JM Men's Perfect Casual Stylish Loafers ,fw
2,B06Y13B51K,https://www.amazon.in/Woodland-Brown-Sneakers-5-WGW-1850115/dp/B06Y13B51K/ref=sr_1_5428?s=shoes&ie=UTF8&qid=1530341916&sr=1-5428,https://images-eu.ssl-images-amazon.com/images/I/51jhVA0bRhL.jpg,Brown,3795,3795,Woodland Men's Sneakers,fw
2,B078WDWPZ5,https://www.amazon.in/Shoes-ManS-Black-Canvas-Sneaker/dp/B078WDWPZ5/ref=sr_1_6219?s=shoes&ie=UTF8&qid=1530341940&sr=1-6219,https://images-eu.ssl-images-amazon.com/images/I/41mfCCIbD5L.jpg,black,300,350,Shoes For Man'S Men'S Black Canvas Sneaker - 7,fw
1,B073VL4WD2,https://www.amazon.in/Red-Tape-Mens-Casual-Shoes/dp/B073VL4WD2/ref=sr_1_6916?s=shoes&ie=UTF8&qid=1530341964&sr=1-6916,https://images-eu.ssl-images-amazon.com/images/I/41AESZ%2BHIwL.jpg,Tan,2080,3995,Red Tape Men's  Tan Casual Shoes - 10 UK/India (44 EU) (RTE0333),fw
2,B078CQMPSM,https://www.amazon.in/new-balance-White-Sneakers-11-U220CG/dp/B078CQMPSM/ref=sr_1_7157?s=shoes&ie=UTF8&qid=1530341972&sr=1-7157,https://images-eu.ssl-images-amazon.com/images/I/41X-loP-23L.jpg,White,4499,4499,new balance Men's 220 White Sneakers-11 UK/India (45.5 EU)(11.5 US)(U220CG),fw
4,B07BHLQY3M,https://www.amazon.in/Afrojack-Addictive-Synthetic-Leather-Loafers/dp/B07BHLQY3M/ref=sr_1_14005?s=shoes&ie=UTF8&qid=1530342198&sr=1-14005,https://images-eu.ssl-images-amazon.com/images/I/41IPUgLc5SL.jpg,Black,799,1999,Afrojack Men's Addictive Synthetic Leather Loafers,fw
2,B01N783LDV,https://www.amazon.in/Puma-Match-White-Leather-Sneakers/dp/B01N783LDV/ref=sr_1_4456?s=shoes&ie=UTF8&qid=1530341883&sr=1-4456,https://images-eu.ssl-images-amazon.com/images/I/41bb2Hau4UL.jpg,True Blue and Puma White,2999,5999,Puma Men's Match Vulc 2 Leather Sneakers,fw
2,B01I3LZQFG,https://www.amazon.in/Vans-Bedford-Asphalt-Leather-Sneakers/dp/B01I3LZQFG/ref=sr_1_10775?s=shoes&ie=UTF8&qid=1530342091&sr=1-10775,https://images-eu.ssl-images-amazon.com/images/I/41O1IgVNNJL.jpg,Desert Cowboy  Asphalt and White,7199,8999,'Vans Unisex Bedford Leather Sneakers,fw
